Handle,Variant Barcode,Title,Body (HTML),Vendor,Product Category,Type,Tags,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Gift Card,Variant Weight Unit,Cost per item,Included / United States,Included / International,Status
dahl-amalie-breaking-building-habits-20250919,7090060760436,"Dahl, Amalie - Breaking / Building Habits LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,45.2623,52.2623,TRUE,TRUE,,FALSE,lb,39.2623,TRUE,TRUE,draft
rasmus-weirdo-united-kingdom-import-20250919,846070096716,Rasmus - Weirdo LP (United Kingdom - Import),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,42.9523,49.9523,TRUE,TRUE,,FALSE,lb,36.9523,TRUE,TRUE,draft
shelley-joan-real-warmth-20250919,843563190210,"Shelley, Joan - Real Warmth LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Joan Shelley follows her critically-acclaimed 2022 album The Spur with Real Warmth. Her 7th album, recorded in Toronto with producer Ben Whiteley (The Weather Station), the 13-tracks feature many guests from the city's fertile music scene (Tamara Lindenman, Doug Paisley). Shelley has toured the world with Richard Thompson, Patty Griffin, Wilco and others. She has played Lincoln Center, Newport Folk Festival, appeared on the covers of both Acoustic Guitar Magazine and Fretboard Journal and as a guest on WTF with Marc Maron and Fresh Air.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,24.4646,31.4646,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/95/4444295-3419503.jpg,FALSE,lb,18.4646,TRUE,TRUE,draft
doctor-who-moonbase-140-gram-translucent-blue-moon-colored-vinyl-united-kingdom-import-140-gram-vinyl-colored-vinyl-blue-20250919,5014797912922,"Doctor Who - Moonbase - 140-Gram 'Translucent Blue Moon' Colored Vinyl LP (United Kingdom - Import, 140 Gram Vinyl, Colored Vinyl, Blue)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>""There are some corners of the universe which have bred the most terrible things... They must be fought."" Demon Records presents, for the first time on 2LP vinyl, the complete full-cast soundtrack of this 'lost' classic BBC TV adventure, with linking narration by Frazer Hines. The Second Doctor (Patrick Troughton) is thrown into his first rematch with the Cybermen in the year 2070. Humans have colonized the Moon, and the Cybermen have identified their base as a strategic vantage point from which to invade Earth! Can the Doctor and his companions Polly (Anneke Wills), Ben (Michael Craze) and Jamie (Frazer Hines) stop them? First broadcast in 1967, this exciting adventure was written by Kit Pedler and directed by Morris Barry, with a guest cast including Patrick Barr, Andrew Maranne, Michael Wolf and John Rolfe. Whilst only two of the four episodes are known to survive on film, thankfully all four are available as sound recordings, complete with the BBC Radiophonic Workshop's familiar Doctor Who theme music. With a superb cover illustration depicting the Cybermen on the Moon, these two translucent 'Blue Moon' discs are housed in beautifully designed inner sleeves with vintage TV guide-style listings for each episode.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,42.9523,49.9523,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/22/4439022-3412054.jpg,FALSE,lb,36.9523,TRUE,TRUE,draft
mary-krissy-virago-20250919,7090060760214,"Mary, Krissy - Virago LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.0223,43.0223,TRUE,TRUE,,FALSE,lb,30.0223,TRUE,TRUE,draft
mary-krissy-virago-20250919,7090060760221,"Mary, Krissy - Virago LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,45.2623,52.2623,TRUE,TRUE,,FALSE,lb,39.2623,TRUE,TRUE,draft
moon-relay-iddy-umpty-20250919,7090060760245,Moon Relay - Iddy Umpty LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.0223,43.0223,TRUE,TRUE,,FALSE,lb,30.0223,TRUE,TRUE,draft
fontaine-brigitte-les-palaces-holland-import-20250919,5021732637062,"Fontaine, Brigitte - Les Palaces LP (Holland - Import)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,39.1023,46.1023,TRUE,TRUE,,FALSE,lb,33.1023,TRUE,TRUE,draft
fontaine-brigitte-genre-humain-holland-import-20250919,5021732637079,"Fontaine, Brigitte - Genre Humain LP (Holland - Import)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,48.3423,54.99,TRUE,TRUE,,FALSE,lb,42.3423,TRUE,TRUE,draft
connors-norman-love-from-the-sun-remastered-20250919,5060149622698,"Connors, Norman - Love From The Sun LP (Remastered)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>This jazz recording is considered as the 'magnum opus' of master 'drummer extraordinaire', composer, arranger, producer, and leader Norman Connor's in a career that has spanned 4 decades. This recording is what many will consider the debut of the legendary vocalist Dee Dee Bridgewater who has since gone on to a brilliant career. Connor's put together an all-star group with Herbie Hancock and Onaje Allan Gumbs on piano and Fender Rhodes, Dr. Eddie Henderson on trumpet/flugelhorn, Carlos Garnett on tenor/soprano saxes, Gary Bartz on alto/soprano saxes, Buster Williams on bass, drummer/vocalist Bill Summers and Kenneth Nash on percussion, and effective, crucial cameos by master flautist Hubert Laws. On the song, 'Love From the Sun', Connors added Nathan Rubin on violin and Terry Adams on cello.The 'best of the best' begins with the exotic theme of Hancock's 'Revelation', doubled wordlessly and beautifully by Ms. Bridgewater over Williams bouncing ostinato bass pattern with flights of fancy from Hubert Laws on flute, and superb, luminous solos from Henderson's exotic trumpet, Garnett on soprano, and Hancock on Fender Rhodes. Garnett's 'Carlos II' is another great composition with remarkable solos. Connors' own 'Drums Around The Worlds' is influenced by African and latin rhythms with emotional vocals from Summers and a drum-only section that builds in intensity. One of the high points of the album is Dee Dee Bridgewater's awesome, glorious vocalizing on Richard Clay's lovely 'Love From The Sun', in one of the greatest performances in her career, arranged by Gumbs. Elmer Gibson's 'Kumakucha' (The Sun Has Risen) is a blazing display of uptempo musicianship by Connor's driving drums, the propulsive congas of Summers and Nash, and exciting solos from Bartz, Henderson on trumpet, and Hancock's furious piano solo. The set ends with a marvelous 'Holy Waters' composed and arranged by Garnett in a scorching performance by Bridgewater on vocals, Garnett unleashing one of the greatest solos in his storied career, followed by Gumbs' astute solo.My Highest Recommendation. By John Braswell</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,49.1046,55.98,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/93/4112893-3438128.jpg,FALSE,lb,43.1046,TRUE,TRUE,draft
dragongirl-tripomatic-fantasies-20250919,7041889510931,Dragongirl - Tripomatic Fantasies LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,140,shopify,continue,manual,27.5523,34.5523,TRUE,TRUE,,FALSE,lb,21.5523,TRUE,TRUE,draft
schizo-schizo-paraphrenia-praecox-20250919,647581301814,Schizo - Schizo / Paraphrenia Praecox LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Schizo was a French heavy rock band that formed in 1972, and served as a precursor to renowned pioneers in experimental rock, Heldon. Schizo's lineup included Richard Pinhas (guitar and synth), Pierrot Roussel (bass), Patrick Gauthier (synth), Coco Roussel (drums), and Olivier Pamela (vocals). Though short-lived, the group's recordings captured a boundary-pushing sound that set the stage for Pinhas' later innovations. Their debut single, ""Schizo (And The Little Girl)"" b/w ""Paraphrenia Praecox,"" was released on the SFP record label. Both tracks showcase a grinding post-psychedelic sound-infusing overdriven guitars, relentless wah-wah and dissonant, trippy electronic soundscapes. With a cosmic energy and proto-punk grit, Schizo's music was both abrasive and hypnotic. The follow-up single, released on Pinhas' Disjuncta label, marked the end of the band's brief run. Schizo's music on ""the yellow"" single diverge sharply with the later, more intricate textures of Heldon-instead reveling in a heavy, primal energy. Their raw experimentation is a vital entry in the history of French underground rock music.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,18.3046,25.3046,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/62/4444262-3419477.jpg,FALSE,lb,12.3046,TRUE,TRUE,draft
brud-kristi-alt-er-nytt-20250919,7090060760184,"Brud, Kristi - Alt Er Nytt LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,45.2623,52.2623,TRUE,TRUE,,FALSE,lb,39.2623,TRUE,TRUE,draft
reolo-dystopi-delete-20250919,7090060760320,Reolo - Dystopi Delete LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,45.2623,52.2623,TRUE,TRUE,,FALSE,lb,39.2623,TRUE,TRUE,draft
lorna-shore-i-feel-the-everblack-festering-within-me-black-vinyl-20250919,198029239010,Lorna Shore - I Feel The Everblack Festering Within Me - Black Vinyl LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,42.182300000000005,49.182300000000005,TRUE,TRUE,,FALSE,lb,36.182300000000005,TRUE,TRUE,draft
hauge-liv-andre-dognville-20250919,7033661036708,"Hauge, Liv Andre - Dognville LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,32.16459999999999,39.16459999999999,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/93/4451993-3437626.jpg,FALSE,lb,26.164599999999997,TRUE,TRUE,draft
visti-lukas-visti-peter-fair-winds-20250919,899123051392,"Visti, Lukas / Visti, Peter - Fair Winds LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Father/son duo Peter and Lukas Visti return with a stunning long player rich in authentic Balearic sounds. It opens with the percussive nu-disco groove of 'Ocean View', then drifts into flamenco-tinged reflections on 'Invisible Sun' and 'Kathmandu.' Acoustic guitars feature prominently throughout, from the uplifting 'A New World' to the dreamy, sunset-ready title track. 'Eternal Love' brings us back to the dance floor, while 'Lazy' leans into late-night Balearic house. The album closes with the serene, acoustic beauty of 'The Last Supper.' Fair winds indeed. Tracklisting: A1. Ocean View A2. Invisible Sun A3. A New World A4. Kathmandu B1. Fair Winds B2. Eternal Love B3. Lazy B4. The Last Supper</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,35.2446,42.2446,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/44/4442144-3415694.jpg,FALSE,lb,29.2446,TRUE,TRUE,draft
ducrot-cian-little-dreaming-colored-vinyl-red-20250919,602475959786,"Ducrot, Cian - Little Dreaming LP (Colored Vinyl, Red)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Cian Ducrot - ""Little Dreaming"". Cian Ducrot's ""Little Dreaming"" is a seamless exploration of resilience and self-assurance, encouraging listeners to embrace their identity and stand confidently as their truest selves. Through themes of heartbreak and struggle, Cian weaves a tapestry of uplifting messages, reinforcing the timeless notion that there's nothing wrong with a ""little dreaming."" Available on red vinyl.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,31.402300000000004,38.402300000000004,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/42/4418542-3380640.jpg,FALSE,lb,25.402300000000004,TRUE,TRUE,draft
new-world-depression-abysmal-void-colored-vinyl-orange-black-limited-edition-140-gram-vinyl-20250919,884388890732,"New World Depression - Abysmal Void LP (Colored Vinyl, Orange, Black, Limited Edition, 140 Gram Vinyl)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>NEW WORLD DEPRESSION raise the furious spirits of earth and sea on their seventh full-length ""Abysmal Void"". The album's ten songs each represent a chapter filled with one or more of humanity's failures such as delusion, greed, destruction, and war. The German death metal veterans deliver an honest reckoning with the current state of the world - brutal, unfiltered, and unforgiving. ""Abysmal Void"" continues the dark thematic journey that began in 2020 with ""Descent"" and found it's continuation throughout the band's latest album ""Interment of Sins"" (2023). Musically, NEW WORLD DEPRESSION stay on track and true to their old school death metal roots, yet ""Abysmal Void"" received a healthy dose of more groove, more atmosphere, and more depth. Sound-smith Jörg Uken has honed the album to perfection at his famous Soundlodge Studio in East Frisia, which enjoys an excellent reputation in death metal circles and beyond. NEW WORLD DEPRESSION were founded in the historic Münsterland, to the north of the more famous Ruhr Area and with the once powerful bishopric and medieval city of Münster at it's centre, in the year 2005. The Germans started out with a more death'n'roll sound on the debut EP ""The Last Step of Evolution"" (2005) as their first public sign of life, which was followed by the full-length ""Unseal Pandora's Curse"" (2008). During their early development, NEW WORLD DEPRESSION began to shift gradually towards old school death metal by taking inspiration from bands such as ASPHYX, BOLT THROWER, and OBITUARY. With the release of ""Decent"" in 2020, the Germans finally opted for a professional production and label. NEW WORLD DEPRESSION take humanity to the edge of the abyss with all the musical expertise gained from many years of experience both live and in studio. Just remember, if you listen hard to the brutal death metal inferno of ""Abysmal Void"", the abyss might also become aware of you!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,31.394599999999997,38.3946,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/51/4444251-3419545.jpg,FALSE,lb,25.394599999999997,TRUE,TRUE,draft
ocean-alley-love-balloon-20250919,8721215319108,Ocean Alley - Love Balloon LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Platinum selling Australian rock outfit Ocean Alley return with their latest track 'Love Balloon', the title track of their 5th studio album - out September 19. With a huge response from their first single from the album ""Tangerine"" (7.5m streams & 33K Shazams) Ocean Alley will embark on a massive 2025 with international headline shows at Alexandra Palace (UK) and Hollywood Palladium (US) + more, as well as appearances at major festivals including Lollapalooza, Austin City Limits & Sziget.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,29.084600000000002,36.0846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/49/4432349-3400636.jpg,FALSE,lb,23.084600000000002,TRUE,TRUE,draft
happy-fits-lovesick-red-colored-vinyl-red-20250919,672299317734,"Happy Fits - Lovesick - Red LP (Colored Vinyl, Red)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Red Vinyl. 2xLP with D-Side Screenprint. The Happy Fits new album, Lovesick, out on September 19th 2025. Lovesick is the first chapter of a brand new band, chronicled by four once-broken artists that grew together to create songs that remind them of the standards that led them to songwriting in the first place. It is a bold continuation of The Happy Fits legacy, but serves as a fresh start to something so much bigger.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,32.9346,39.9346,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/24/4432324-3400585.jpg,FALSE,lb,26.9346,TRUE,TRUE,draft
ocean-alley-love-balloon-iex-indie-exclusive-20250919,8721215319139,Ocean Alley - Love Balloon (IEX) LP (Indie Exclusive),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Platinum selling Australian rock outfit Ocean Alley return with their latest track 'Love Balloon', the title track of their 5th studio album - out September 19. With a huge response from their first single from the album ""Tangerine"" (7.5m streams & 33K Shazams) Ocean Alley will embark on a massive 2025 with international headline shows at Alexandra Palace (UK) and Hollywood Palladium (US) + more, as well as appearances at major festivals including Lollapalooza, Austin City Limits & Sziget.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,29.084600000000002,36.0846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/50/4432350-3400637.jpg,FALSE,lb,23.084600000000002,TRUE,TRUE,draft
happy-fits-lovesick-iex-cloudy-clear-with-blue-marble-indie-exclusive-clear-vinyl-blue-20250919,672299317765,"Happy Fits - Lovesick (IEX) Cloudy Clear with Blue Marble LP (Indie Exclusive, Clear Vinyl, Blue)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Limited translucent blue marbled colored vinyl LP pressing.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,32.9346,39.9346,TRUE,TRUE,,FALSE,lb,26.9346,TRUE,TRUE,draft
krokus-metal-rendez-vous-limited-180-gram-blue-colored-vinyl-holland-import-limited-edition-180-gram-vinyl-colored-vinyl-blue-20250919,8719262039032,"Krokus - Metal Rendez-Vous - Limited 180-Gram Blue Colored Vinyl LP (Holland - Import, Limited Edition, 180 Gram Vinyl, Colored Vinyl, Blue)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Limited edition of 666 numbered copies on blue coloured 180-gram audiophile vinyl. Metal Rendez-Vous is the fourth studio album by Swiss hard rock/heavy metal band Krokus, originally released in 1980. It marked the debut of vocalist Marc Storace and became the band's international breakthrough. The album features energetic, riff-driven songs such as ""Heatstrokes,"" ""Bedside Radio,"" and ""Tokyo Nights,"" blending classic hard rock with the rising heavy metal sound of the early 80s. The album was a commercial success, reaching four times platinum certification in Switzerland. ""Heatstrokes"" hit No. 1 on the British Heavy Metal Charts, while ""Bedside Radio"" received international airplay, helping the band build a strong following across Europe and North America.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,40.642300000000006,47.642300000000006,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/74/4449174-3432719.jpg,FALSE,lb,34.642300000000006,TRUE,TRUE,draft
cardiacs-lsd-gatefold-lp-jacket-booklet-digital-download-card-20250919,5060921976315,"Cardiacs - Lsd LP (Gatefold LP Jacket, Booklet, Digital Download Card)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,44.4846,51.4846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/20/4450220-3434003.jpg,FALSE,lb,38.4846,TRUE,TRUE,draft
litter-distortions-colored-vinyl-yellow-20250919,090771421616,"Litter - Distortions LP (Colored Vinyl, Yellow)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,29.084600000000002,36.0846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/79/4448379-3428681.jpg,FALSE,lb,23.084600000000002,TRUE,TRUE,draft
mappe-of-afterglades-20250919,880893016018,Mappe of - Afterglades LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.0046,33.004599999999996,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/50/4450250-3434033.jpg,FALSE,lb,20.0046,TRUE,TRUE,draft
lee-shawn-finnigan-kelly-say-it-again-harpsichord-rock-colored-vinyl-clear-vinyl-20250919,648564357040,"Lee, Shawn / Finnigan, Kelly - Say It Again / Harpsichord Rock LP (Colored Vinyl, Clear Vinyl)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>The highly anticipated collaboration from Shawn Lee and Kelly Finnigan is here. The A-side on this 45, Say It Again, features Kelly on vocals and piano. It's a smooth, soulful tune, pulling references from Bobby Caldwell and FM radio. Shawn says of the track ""there has always been a mutual admiration society between myself & Kelly. Over the years I've had the pleasure of playing on both the Monophonics & Kelly's solo records in the studio and live onstage. This is the first I've had Kelly on something that I've put together. Good things come to those who wait and here it is!""The instrumental B, Harpsichord Rock, comes straight out of some sort of lost 1970's Italian movie. Entirely written and recorded by Lee, it's a hypnotic jam with a groove. The mood: funk.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,13.6846,20.6846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/73/4444273-3431779.jpg,FALSE,lb,7.6846000000000005,TRUE,TRUE,draft
third-mind-right-now-20250919,634457207943,Third Mind - Right Now! LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,28.314600000000002,35.3146,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/54/4439954-3413358.jpg,FALSE,lb,22.314600000000002,TRUE,TRUE,draft
